Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,2,37,1,674,13,Bachelor's Degree,1,1,47,3,2,4,4285,3031,1,17,3,1,80,0,10,3,10,8,3,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,27,1,1377,11,High School,1,2,91,3,1,1,2099,7679,0,14,3,2,80,0,6,4,5,0,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,2,35,1,819,18,Doctoral Degree,1,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,3,34,1,628,8,Bachelor's Degree,1,2,82,4,2,3,4404,10228,2,12,3,1,80,0,6,4,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,2,53,1,1395,24,Master's Degree,1,2,48,4,3,4,7005,3458,3,15,3,3,80,0,11,3,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,3,48,1,1224,10,Bachelor's Degree,1,4,91,2,5,2,19665,13583,4,12,3,4,80,0,29,3,22,10,12,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,6,30,1,911,1,Associates Degree,1,4,76,3,1,2,3748,4077,1,13,3,3,80,0,12,2,12,8,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,5,29,1,136,1,Bachelor's Degree,1,1,89,3,2,1,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,Male,Healthcare Representative,Married,No,0,49,1,1495,5,Master's Degree,1,1,96,3,2,3,6651,21534,2,14,3,2,80,1,20,2,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,1,43,1,574,11,Bachelor's Degree,1,1,30,3,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,Male,Laboratory Technician,Married,No,2,25,1,949,1,Bachelor's Degree,1,1,81,3,1,4,3229,4910,4,11,3,2,80,1,7,2,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,2,47,1,465,1,Bachelor's Degree,1,1,74,3,1,4,3420,10205,7,12,3,3,80,1,17,2,6,5,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,2,35,1,185,23,Master's Degree,1,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,4,5,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,3,30,1,241,7,Bachelor's Degree,1,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,2,6,4,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,3,34,1,1157,5,Associates Degree,1,2,57,2,2,4,3986,11912,1,14,3,3,80,1,15,4,15,10,4,13
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,3,27,1,1354,2,Master's Degree,1,2,41,3,1,2,2226,6073,1,11,3,3,80,1,6,2,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,31,1,741,2,Master's Degree,1,2,69,3,1,3,3477,18103,1,14,3,4,80,1,6,4,5,2,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,2,30,1,793,16,High School,1,2,33,3,1,4,2862,3811,1,12,3,2,80,1,10,2,10,0,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,3,34,1,1351,1,Master's Degree,1,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,5,44,1,170,1,Master's Degree,1,2,78,4,2,1,5033,9364,2,15,3,4,80,1,10,3,2,0,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,3,42,1,1210,2,Bachelor's Degree,1,3,68,2,1,2,4841,24052,4,14,3,2,80,1,4,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,5,35,1,1349,7,Associates Degree,1,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,2,1,0,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Director,Married,No,3,42,1,1396,6,Bachelor's Degree,1,3,83,3,3,1,13348,14842,9,13,3,2,80,1,18,4,13,7,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,6,28,1,1181,1,Bachelor's Degree,1,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,4,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,3,30,1,305,16,Bachelor's Degree,1,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,1,24,1,581,9,Bachelor's Degree,1,3,62,4,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,5,39,1,613,6,High School,1,4,42,2,3,1,9991,21457,4,15,3,1,80,1,9,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,1,44,1,136,28,Bachelor's Degree,1,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,3,35,1,1370,27,Master's Degree,1,4,49,3,2,3,6883,5151,2,16,3,2,80,1,17,3,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,1,33,1,867,8,Master's Degree,1,4,90,4,1,1,3143,6076,6,19,3,2,80,1,14,3,10,8,7,6
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,2,23,1,977,10,Bachelor's Degree,1,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,2,36,1,1351,26,Master's Degree,1,1,80,3,2,3,5347,7419,6,14,3,2,80,2,10,2,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,40,1,543,1,Master's Degree,1,1,83,3,1,4,2406,4060,8,19,3,3,80,2,8,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,2,42,1,1128,13,Bachelor's Degree,1,2,95,4,2,1,5538,5696,5,18,3,3,80,2,10,2,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,35,1,750,28,Bachelor's Degree,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,28,1,1083,29,High School,1,3,96,1,2,2,6549,3173,1,14,3,2,80,2,8,2,8,6,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,2,29,1,598,9,Bachelor's Degree,1,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,1,1387,10,Doctoral Degree,1,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,6,33,1,267,21,Bachelor's Degree,1,2,79,4,1,2,2028,13637,1,18,3,4,80,3,14,3,14,11,2,13
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Male,Research Director,Married,No,2,55,1,478,2,Bachelor's Degree,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,37,1,671,19,Bachelor's Degree,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,3,26,1,390,17,Master's Degree,1,4,62,1,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,36,1,172,4,Master's Degree,1,1,37,2,2,4,5810,22604,1,16,3,3,80,0,10,2,10,4,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,4,36,1,311,7,Bachelor's Degree,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,23,1,507,20,High School,1,1,97,3,2,3,2272,24812,0,14,3,2,80,0,5,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,4,34,1,479,7,Master's Degree,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,39,1,116,24,High School,1,1,52,3,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,2,24,1,771,1,Associates Degree,1,2,45,2,2,3,4617,14120,1,12,3,2,80,0,4,2,4,3,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,5,35,1,1395,9,Master's Degree,1,2,48,3,2,3,5098,18698,1,19,3,2,80,0,10,3,10,7,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,3,41,1,447,5,Bachelor's Degree,1,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,40,1,1322,2,Master's Degree,1,3,52,2,1,3,2809,2725,2,14,3,4,80,0,8,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,6,26,1,157,1,Bachelor's Degree,1,3,95,3,1,1,2867,20006,0,13,3,4,80,0,8,2,7,7,7,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,3,46,1,717,13,Master's Degree,1,3,34,3,2,2,5562,9697,6,14,3,4,80,0,19,3,10,7,0,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Manager,Single,No,2,49,1,809,1,Bachelor's Degree,1,3,36,3,4,3,15379,22384,4,14,3,1,80,0,23,3,8,7,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,2,21,1,546,5,High School,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,Male,Laboratory Technician,Single,No,2,26,1,652,7,Bachelor's Degree,1,3,100,4,1,1,3578,23577,0,12,3,4,80,0,8,3,7,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,3,35,1,992,1,Bachelor's Degree,1,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,33,1,575,25,Bachelor's Degree,1,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,3,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,29,1,592,7,Bachelor's Degree,1,4,59,3,1,1,2062,19384,3,14,3,2,80,0,11,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Scientist,Single,No,4,32,1,529,2,Bachelor's Degree,1,4,78,3,1,1,2439,11288,1,14,3,4,80,0,4,3,4,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,3,44,1,1467,20,Bachelor's Degree,1,4,49,3,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,42,1,1142,8,Bachelor's Degree,1,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,22,1,581,1,Associates Degree,1,4,63,3,1,3,3375,17624,0,12,3,4,80,0,4,4,3,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,Male,Laboratory Technician,Single,No,6,23,1,571,12,Associates Degree,1,4,78,3,1,4,2647,13672,1,13,3,3,80,0,5,4,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Single,No,2,53,1,447,2,Bachelor's Degree,1,4,39,4,4,2,16598,19764,4,12,3,2,80,0,35,2,9,8,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,5,31,1,326,8,Associates Degree,1,1,31,3,3,4,10793,8386,1,18,3,1,80,1,13,3,13,7,9,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,2,30,1,979,15,Associates Degree,1,3,94,2,3,1,7140,3088,2,11,3,1,80,1,12,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,5,41,1,930,3,Bachelor's Degree,1,3,57,2,2,2,8938,12227,2,11,3,3,80,1,14,3,5,4,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,2,34,1,1239,13,Master's Degree,1,4,39,3,3,3,8628,22914,1,18,3,3,80,1,9,2,8,7,1,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,29,1,1246,19,Bachelor's Degree,1,3,77,2,2,3,8620,23757,1,14,3,3,80,2,10,3,10,7,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,5,33,1,392,2,Master's Degree,1,4,93,3,2,4,5505,3921,1,14,3,3,80,2,6,3,6,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,3,48,1,1221,7,Bachelor's Degree,1,3,96,3,2,1,5486,24795,4,11,3,1,80,3,15,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,5,40,1,1342,9,Associates Degree,1,1,47,3,2,1,5473,19345,0,12,3,4,80,0,9,4,8,4,7,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,6,33,1,1242,8,Master's Degree,1,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,1,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Representative,Married,No,1,31,1,1154,2,Associates Degree,1,1,54,3,1,3,3067,6393,0,19,3,3,80,1,3,3,2,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,No,3,31,1,1003,5,Bachelor's Degree,1,1,51,3,2,3,8346,20943,1,19,3,3,80,1,6,3,5,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Representative,Married,No,2,32,1,234,1,Master's Degree,1,2,68,2,1,2,2269,18024,0,14,3,2,80,1,3,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,2,35,1,682,18,Master's Degree,1,2,71,3,2,1,5561,15975,0,16,3,4,80,1,6,1,5,3,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,No,3,30,1,1288,29,Master's Degree,1,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,4,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,3,38,1,1245,14,Bachelor's Degree,1,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,9,8,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,2,32,1,371,19,Bachelor's Degree,1,4,80,1,3,3,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Representative,Married,No,3,35,1,660,7,High School,1,4,76,3,1,3,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,3,32,1,601,7,Doctoral Degree,1,4,97,3,2,4,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,3,39,1,1462,6,Bachelor's Degree,1,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,2,37,1,589,9,Associates Degree,1,2,46,2,2,2,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,1,36,1,335,17,Associates Degree,1,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,3,38,1,1321,1,Master's Degree,1,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,2,30,1,1358,16,High School,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,3,38,1,1404,1,Bachelor's Degree,1,1,59,2,1,1,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,3,39,1,119,15,Master's Degree,1,2,77,3,4,1,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,Male,Manager,Single,No,3,40,1,611,7,Master's Degree,1,2,88,3,5,2,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,2,33,1,217,10,Master's Degree,1,2,43,3,2,3,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,2,29,1,469,10,Bachelor's Degree,1,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,4,26,1,572,10,Bachelor's Degree,1,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,Male,Sales Executive,Single,No,2,34,1,1326,3,Bachelor's Degree,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12
No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,3,20,1,727,9,High School,1,4,54,3,1,1,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,4,28,1,866,5,Bachelor's Degree,1,4,84,3,2,1,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,3,41,1,918,6,Bachelor's Degree,1,4,35,3,3,3,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,5,27,1,954,9,Bachelor's Degree,1,4,44,3,2,4,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,Male,Manager,Single,No,5,46,1,563,1,Master's Degree,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12
No,Non-Travel,Under 25,Current Employees,R&D,Other,Female,Research Scientist,Married,Yes,2,22,1,457,26,Associates Degree,1,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Divorced,Yes,3,38,1,1394,8,Bachelor's Degree,1,4,58,2,2,2,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7
No,Travel_Frequently,Under 25,Current Employees,R&D,Technical Degree,Female,Research Scientist,Single,Yes,2,24,1,567,2,High School,1,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,Yes,3,27,1,1297,5,Associates Degree,1,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,Female,Human Resources,Divorced,Yes,2,44,1,528,1,Bachelor's Degree,1,3,44,3,1,4,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,Female,Human Resources,Single,Yes,2,35,1,1146,26,Master's Degree,1,3,31,3,3,4,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Research Director,Divorced,Yes,4,44,1,1313,7,Bachelor's Degree,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Divorced,Yes,4,47,1,1001,4,Bachelor's Degree,1,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,2,49,1,464,16,Bachelor's Degree,1,4,74,3,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,4,31,1,1276,2,High School,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Female,Manufacturing Director,Married,Yes,2,35,1,219,16,Associates Degree,1,4,44,2,2,2,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,Yes,3,26,1,482,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,3,40,1,369,8,Associates Degree,1,2,92,3,2,1,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,Yes,6,33,1,501,15,Associates Degree,1,2,95,3,2,4,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,3,49,1,465,6,High School,1,3,41,2,4,3,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,2,44,1,921,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Manufacturing Director,Married,Yes,6,38,1,397,2,Associates Degree,1,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,2,36,1,559,12,Master's Degree,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,Yes,4,35,1,670,10,Master's Degree,1,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,Yes,3,45,1,1015,5,Doctoral Degree,1,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Single,Yes,3,54,1,157,10,Bachelor's Degree,1,3,77,3,2,1,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,2,40,1,448,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Divorced,Yes,3,41,1,796,4,High School,1,3,81,3,3,3,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,2,31,1,1079,10,Associates Degree,1,3,86,3,2,4,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,Yes,2,35,1,1224,7,Master's Degree,1,3,55,3,2,4,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,3,34,1,735,3,High School,1,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1
